x1,y1,z1,x2,y2,z2
11.793,3.557,64.676,10.753,3.340,64.488
10.498,3.614,65.821,9.421,3.374,65.756
1.046,3.830,72.773,-0.068,3.808,72.968
8.026,3.529,63.679,7.011,3.390,63.490
10.149,3.602,64.451,9.050,3.481,64.220
-0.314,3.770,70.651,-1.449,3.655,70.898
2.993,3.822,69.572,1.985,3.670,69.585
8.558,3.556,63.289,7.548,3.366,63.119
4.373,3.818,69.072,3.285,3.698,69.111
6.404,3.886,67.962,5.356,3.632,67.957
-1.493,3.912,70.596,-2.595,3.734,70.817
9.824,3.790,64.962,8.777,3.607,64.866
9.442,3.930,64.383,8.411,3.750,64.207
3.335,3.805,66.011,2.291,3.693,66.033
8.196,3.932,67.225,7.116,3.689,67.122
8.406,3.911,66.571,7.360,3.689,66.442
6.922,3.843,63.855,5.885,3.675,63.657
10.022,3.778,62.917,8.927,3.561,62.680
0.443,3.898,67.782,-0.663,3.809,67.940
-0.525,4.046,71.515,-1.611,3.912,71.678
2.768,4.144,71.837,1.659,4.059,71.978
8.027,3.873,63.977,6.995,3.699,63.850
8.415,3.880,65.116,7.382,3.732,64.990
9.232,3.958,65.797,8.228,3.767,65.723
11.912,4.053,64.066,10.781,3.835,63.558
11.527,3.853,63.147,10.418,3.546,62.982
3.867,3.987,65.458,2.875,3.768,65.358
-1.093,4.260,69.715,-2.219,4.092,69.860
-0.385,4.205,69.299,-1.498,4.041,69.138
7.109,4.269,68.700,5.999,4.027,68.595
8.353,4.220,63.747,7.360,4.006,63.468
10.055,4.229,66.523,9.004,4.003,66.424
2.458,4.369,71.153,1.374,4.249,71.319
2.710,4.139,66.599,1.709,3.997,66.565
6.804,4.371,69.866,5.770,4.068,69.927
6.905,4.250,67.103,5.888,4.022,66.975
4.984,4.109,64.724,3.971,3.962,64.584
6.337,4.104,64.228,5.377,3.967,64.092
1.902,4.588,73.097,0.799,4.530,73.219
4.523,4.377,67.502,3.525,4.175,67.465
9.233,4.218,63.743,8.219,4.053,63.540
3.357,4.487,70.036,2.299,4.339,70.081
5.301,4.610,70.468,4.229,4.402,70.410
5.954,4.589,69.649,4.960,4.290,69.613
7.538,4.295,64.200,6.518,4.127,64.013
8.011,4.437,65.794,7.028,4.181,65.634
12.098,4.331,63.294,11.056,4.180,63.167
0.900,4.424,68.053,-0.184,4.288,68.160
10.981,4.495,63.051,9.962,4.224,62.913
2.703,4.476,67.907,1.681,4.317,67.930
10.896,4.369,63.463,9.910,4.083,63.381
0.175,4.703,71.597,-0.955,4.558,71.739
6.573,4.425,65.385,5.601,4.297,65.226
6.716,4.741,68.966,5.687,4.462,68.966
9.896,4.711,66.759,8.920,4.482,66.589
12.850,4.607,63.287,11.780,4.397,62.945
3.591,4.959,72.190,2.492,4.817,72.271
1.049,4.936,71.889,-0.056,4.810,72.106
2.256,4.870,70.849,1.194,4.816,70.904
1.216,4.758,68.657,0.161,4.655,68.787
5.279,4.678,67.048,4.251,4.474,66.971
6.507,4.795,67.441,5.392,4.498,67.402
8.113,4.799,66.676,7.095,4.562,66.524
10.715,4.742,63.413,9.702,4.507,63.289
0.644,5.218,72.607,-0.469,5.062,72.798
4.892,5.257,72.816,3.824,5.039,72.869
4.199,5.373,71.103,3.088,5.207,71.160
4.025,5.238,70.500,2.995,5.156,70.618
7.744,5.181,69.712,6.730,4.927,69.695
10.491,4.855,63.910,9.458,4.634,63.749
5.591,4.931,65.746,4.678,4.726,65.625
1.071,5.421,73.375,-0.075,5.318,73.522
12.623,5.174,66.606,11.569,4.858,66.254
7.394,4.986,65.367,6.352,4.850,65.280
11.126,5.325,67.476,10.065,5.089,67.269
10.716,5.217,66.491,9.733,4.953,66.283
10.467,5.323,66.179,9.491,5.111,65.999
11.674,4.944,62.808,10.617,4.662,62.580
8.507,5.383,69.351,7.356,5.122,69.234
3.492,5.495,72.573,2.372,5.330,72.736
2.615,5.610,71.726,1.537,5.586,71.750
1.615,5.379,69.854,0.543,5.221,69.862
2.391,5.271,68.841,1.387,5.120,68.882
4.590,5.626,69.606,3.525,5.454,69.552
4.203,5.353,68.805,3.154,5.165,68.885
0.871,5.478,72.038,-0.254,5.313,72.220
9.758,5.385,67.322,8.750,5.127,67.239
-0.621,5.413,71.105,-1.737,5.195,71.330
11.189,5.108,62.982,10.188,4.846,62.775
9.126,5.248,64.418,8.130,5.088,64.269
0.629,5.554,70.598,-0.506,5.434,70.728
9.769,5.505,66.529,8.749,5.259,66.359
10.252,5.303,64.226,9.237,5.030,64.013
3.661,5.675,70.472,2.627,5.592,70.524
12.160,5.527,66.277,11.149,5.308,66.102
11.401,5.585,65.269,10.378,5.293,65.053
6.595,5.593,67.901,5.528,5.332,67.815
7.242,5.834,69.516,6.196,5.560,69.404
9.403,5.460,64.753,8.405,5.253,64.591
11.819,5.448,62.662,10.732,5.099,62.360
6.004,6.011,71.600,4.881,5.761,71.623
10.848,5.972,68.900,9.761,5.680,68.906
9.106,5.868,68.396,8.029,5.553,68.377
10.549,5.549,63.451,9.516,5.225,63.213
5.395,5.843,69.213,4.351,5.603,69.174
0.745,6.109,71.990,-0.377,5.920,72.233
0.426,5.902,71.188,-0.719,5.742,71.363
11.486,5.816,66.327,10.485,5.594,66.089
3.865,6.218,73.331,2.732,6.082,73.502
8.521,5.922,68.158,7.518,5.589,68.128
5.066,6.301,74.116,3.983,6.172,74.209
1.560,6.154,70.546,0.486,6.052,70.646
2.928,6.731,73.861,1.807,6.639,73.986
2.032,6.167,72.205,0.924,6.077,72.360
0.986,6.017,69.943,-0.075,5.891,69.858
2.327,6.475,72.309,1.192,6.377,72.531
7.297,5.899,67.139,6.225,5.562,66.937
13.507,5.856,64.594,12.473,5.584,64.506
3.806,6.004,67.881,2.762,5.789,67.835
10.567,5.871,64.506,9.528,5.636,64.257
1.793,6.358,73.416,0.700,6.230,73.511
13.460,6.032,65.432,12.395,5.720,65.277
3.069,6.061,68.583,2.017,5.919,68.707
10.543,6.026,64.936,9.589,5.833,64.723
11.509,6.154,65.237,10.448,5.891,65.029
7.040,6.455,71.701,5.992,6.092,71.660
12.308,6.038,64.385,11.245,5.735,64.275
13.434,6.058,64.221,12.358,5.729,64.076
6.268,6.206,67.803,5.313,5.957,67.704
8.826,6.234,67.464,7.786,5.955,67.342
7.975,6.531,70.489,6.902,6.223,70.492
6.124,6.519,70.654,5.070,6.258,70.648
6.866,6.486,70.063,5.851,6.166,70.021
4.240,6.467,69.599,3.183,6.307,69.593
2.673,6.525,70.787,1.594,6.462,70.936
9.130,6.590,69.681,8.089,6.277,69.505
11.254,6.417,65.622,10.220,6.128,65.449
2.202,6.739,72.483,1.091,6.625,72.664
13.504,6.571,66.358,12.414,6.339,66.031
9.665,6.486,66.500,8.591,6.163,66.370
10.589,6.630,67.543,9.550,6.303,67.379
10.380,6.760,69.199,9.294,6.472,69.120
3.369,6.662,69.742,2.283,6.542,69.813
11.657,6.423,64.669,10.638,6.147,64.394
4.382,6.668,68.171,3.363,6.471,68.168
3.204,7.191,74.267,2.121,7.061,74.458
8.044,7.134,72.098,7.006,6.825,72.046
12.557,6.507,63.527,11.498,6.217,63.319
3.779,7.045,71.008,2.734,6.877,71.192
10.487,6.974,68.573,9.466,6.714,68.337
9.645,6.951,67.300,8.585,6.633,67.135
3.840,7.497,74.632,2.741,7.390,74.672
8.691,7.240,71.136,7.681,6.942,71.129
9.155,7.016,68.810,8.068,6.760,68.666
6.177,7.044,69.855,5.133,6.760,69.817
6.922,7.359,71.836,5.849,7.058,71.778
5.587,7.117,69.033,4.585,6.873,68.935
6.950,6.827,67.127,6.031,6.577,66.995
2.868,7.363,73.272,1.781,7.233,73.404
5.306,7.292,72.229,4.253,7.029,72.172
7.615,7.075,68.175,6.514,6.739,68.063
9.958,6.908,65.809,8.920,6.632,65.636
12.838,7.286,68.059,11.813,6.930,67.954
13.539,7.082,65.943,12.465,6.808,65.819
11.506,7.324,67.783,10.477,6.985,67.615
11.900,7.573,68.928,10.862,7.315,68.767
4.239,7.203,69.114,3.156,6.959,69.098
10.136,7.129,66.549,9.126,6.800,66.340
11.795,7.215,66.896,10.750,6.839,66.672
13.130,7.296,66.592,12.111,6.911,66.419
12.598,7.077,64.438,11.506,6.770,64.251
13.887,7.144,63.951,12.752,6.852,63.813
3.934,7.819,73.046,2.820,7.682,73.178
4.290,7.631,71.842,3.220,7.533,71.921
9.062,7.711,69.705,8.070,7.421,69.649
11.557,7.267,64.727,10.517,6.944,64.575
7.165,7.635,68.824,6.132,7.349,68.722
7.486,7.915,70.120,6.479,7.604,70.002
6.375,7.461,67.592,5.388,7.139,67.499
10.727,7.586,67.579,9.697,7.289,67.420
13.016,7.350,64.137,11.954,7.072,63.882
5.205,7.802,70.897,4.188,7.524,70.881
12.766,7.720,67.411,11.686,7.413,67.255
6.850,7.839,70.304,5.833,7.471,70.200
10.634,7.798,68.349,9.643,7.427,68.203
3.769,8.287,72.889,2.695,8.150,73.003
4.586,8.347,74.597,3.487,8.208,74.765
11.978,7.709,66.607,11.009,7.303,66.533
12.941,7.566,65.129,11.818,7.266,64.902
9.398,7.731,67.457,8.376,7.370,67.334
13.725,7.875,67.328,12.663,7.525,67.286
2.840,8.016,71.893,1.765,7.885,72.007
14.256,7.565,64.151,13.128,7.332,63.931
9.951,8.239,71.184,8.970,7.968,71.134
11.204,8.156,69.245,10.192,7.869,69.110
11.203,7.817,66.420,10.205,7.472,66.152
12.067,7.891,65.572,11.049,7.568,65.389
11.666,7.735,64.841,10.598,7.402,64.745
4.524,8.099,70.630,3.474,7.963,70.579
7.596,8.510,73.164,6.623,8.177,73.156
7.751,8.115,68.997,6.701,7.809,68.857
4.232,8.726,74.639,3.122,8.558,74.686
9.545,8.120,68.659,8.465,7.737,68.503
3.678,8.556,74.187,2.571,8.444,74.240
12.517,7.783,64.351,11.429,7.421,64.135
4.906,8.802,75.000,3.857,8.672,75.184
8.364,8.516,71.737,7.259,8.186,71.646
5.205,8.164,69.425,4.201,7.928,69.336
7.728,8.324,69.692,6.690,7.960,69.580
11.629,8.349,68.240,10.679,8.026,68.175
8.993,8.526,70.663,8.014,8.238,70.456
6.265,8.674,72.759,5.212,8.424,72.736
10.223,8.184,66.470,9.205,7.811,66.196
4.456,8.767,72.873,3.349,8.582,72.844
3.924,8.560,71.694,2.847,8.406,71.770
13.738,8.083,64.118,12.727,7.718,63.998
7.187,8.678,71.628,6.111,8.357,71.539
14.657,8.183,64.716,13.571,7.902,64.566
7.422,8.567,70.054,6.359,8.236,69.981
9.244,8.490,68.411,8.292,8.090,68.141
6.445,8.945,73.318,5.341,8.662,73.298
12.761,8.640,68.388,11.748,8.257,68.159
13.728,8.500,66.720,12.640,8.055,66.508
8.578,9.230,74.704,7.488,8.991,74.552
14.134,8.326,64.440,13.070,7.988,64.355
5.065,9.070,74.070,3.978,8.875,74.119
10.397,8.531,67.246,9.366,8.135,67.033
12.093,8.324,65.044,10.976,7.932,64.821
12.926,8.307,64.336,11.838,7.954,64.104
4.269,9.124,73.394,3.187,8.951,73.520
9.776,8.935,70.386,8.818,8.569,70.135
13.897,8.609,66.421,12.804,8.295,66.244
12.237,8.357,64.539,11.163,7.984,64.375
5.123,8.771,70.271,4.077,8.552,70.262
6.389,8.852,69.849,5.325,8.532,69.768
14.493,8.656,65.728,13.423,8.373,65.624
4.268,9.088,72.172,3.161,8.905,72.212
4.107,8.943,71.064,3.015,8.786,71.054
12.400,8.711,65.800,11.322,8.324,65.510
12.695,8.676,66.180,11.611,8.286,66.026
9.031,9.065,70.242,8.052,8.675,69.988
9.757,8.861,68.316,8.822,8.491,68.129
12.568,8.590,64.754,11.521,8.270,64.655
11.426,9.010,68.594,10.412,8.654,68.287
11.056,8.860,66.666,10.038,8.495,66.490
14.118,8.709,64.237,13.010,8.351,64.081
10.302,9.380,71.407,9.294,9.120,71.230
10.804,9.162,69.117,9.800,8.790,68.923
11.696,8.784,65.986,10.661,8.461,65.756
6.948,9.552,73.480,5.878,9.229,73.358
14.247,8.939,66.342,13.201,8.682,66.261
5.263,9.542,73.296,4.222,9.316,73.195
8.256,9.294,69.865,7.284,8.936,69.706
13.023,9.132,67.128,12.026,8.716,66.993
12.077,9.384,68.400,11.064,8.987,68.076
14.039,8.999,64.889,12.969,8.601,64.785
9.390,9.214,67.826,8.415,8.856,67.703
9.808,9.134,67.324,8.810,8.713,67.050
12.593,9.278,67.710,11.553,8.925,67.466
8.162,9.563,71.286,7.141,9.188,71.173
12.157,9.550,69.882,11.109,9.186,69.672
6.829,9.464,70.405,5.820,9.080,70.239
13.530,9.299,66.344,12.439,8.806,66.046
5.026,9.983,74.028,3.946,9.702,74.030
9.178,9.523,68.793,8.240,9.122,68.578
11.070,9.910,72.170,10.096,9.543,71.917
14.073,9.296,66.184,13.054,8.856,65.979
5.885,9.895,73.243,4.876,9.591,73.134
12.764,9.427,66.884,11.713,8.988,66.700
13.880,9.282,65.020,12.808,8.910,64.812
11.527,9.532,68.002,10.530,9.114,67.758
6.680,9.906,72.005,5.584,9.585,71.789
10.690,9.590,67.187,9.679,9.201,66.923
11.634,9.737,68.679,10.664,9.426,68.457
4.988,10.489,74.778,3.883,10.208,74.773
5.308,10.387,75.299,4.199,10.119,75.232
6.852,10.001,71.459,5.778,9.601,71.237
6.246,9.767,70.458,5.125,9.358,70.264
8.262,9.749,69.812,7.275,9.319,69.540
12.327,9.740,67.078,11.356,9.334,66.843
14.570,9.654,66.022,13.462,9.287,65.798
6.459,10.620,75.668,5.386,10.414,75.722
10.017,10.034,70.109,9.040,9.667,69.768
7.725,9.928,69.851,6.699,9.541,69.631
8.221,10.267,72.360,7.185,9.873,72.156
11.105,9.920,68.507,10.142,9.517,68.161
12.827,10.154,69.289,11.783,9.744,69.063
8.119,10.417,72.842,7.139,10.061,72.696
5.486,10.519,72.825,4.402,10.265,72.680
6.217,10.554,74.408,5.068,10.217,74.306
10.384,10.012,68.610,9.431,9.635,68.323
11.112,10.346,70.295,10.166,9.948,69.991
12.735,10.323,70.357,11.666,9.893,70.186
5.422,10.489,73.254,4.370,10.191,73.199
5.072,10.604,73.822,3.995,10.319,73.737
13.340,9.824,65.806,12.230,9.413,65.638
6.023,10.427,71.709,4.979,10.112,71.552
13.170,10.044,66.520,12.093,9.527,66.322
13.528,10.302,67.151,12.484,9.783,66.876
10.126,10.367,69.458,9.126,9.942,69.231
5.398,10.910,74.495,4.307,10.620,74.446
5.081,10.935,73.967,3.973,10.687,73.936
6.384,10.470,70.846,5.347,10.130,70.727
11.792,10.773,71.263,10.703,10.449,71.138
12.727,10.340,67.723,11.733,9.811,67.494
5.792,10.695,72.240,4.687,10.345,72.103
11.526,10.358,67.537,10.527,9.924,67.326
9.595,11.041,73.223,8.607,10.673,73.065
13.489,10.443,67.766,12.465,9.915,67.530
13.829,10.923,68.613,12.770,10.490,68.372
12.688,10.482,66.538,11.633,9.983,66.320
12.994,10.427,67.134,11.928,9.956,66.874
9.741,10.616,69.444,8.820,10.205,69.241
10.161,10.477,68.711,9.175,10.077,68.469
12.274,10.822,69.759,11.325,10.437,69.527
10.265,10.586,68.126,9.272,10.090,67.870
11.411,10.844,67.813,10.403,10.401,67.474
11.824,10.821,68.602,10.939,10.401,68.599
8.508,11.243,73.090,7.473,10.872,72.943
5.394,11.373,74.612,4.271,11.122,74.560
6.318,11.263,73.633,5.245,10.851,73.388
5.861,11.189,73.016,4.733,10.854,72.858
13.713,10.934,69.026,12.645,10.472,68.800
8.662,11.033,71.079,7.682,10.641,70.819
7.264,11.332,73.234,6.265,10.968,73.067
6.703,11.099,71.572,5.680,10.703,71.519
6.460,11.524,73.222,5.358,11.209,73.065
5.996,11.247,72.447,4.936,10.933,72.312
9.949,11.121,70.795,8.980,10.708,70.455
13.908,10.723,66.280,12.908,10.196,66.033
8.421,10.932,69.508,7.430,10.594,69.340
11.742,11.586,72.713,10.630,11.203,72.573
9.038,11.860,74.747,7.935,11.550,74.697
12.660,10.931,67.580,11.671,10.463,67.324
14.217,11.127,68.033,13.168,10.669,67.848
12.456,11.384,70.271,11.410,10.932,70.036
8.748,11.051,68.473,7.819,10.705,68.243
10.061,11.709,72.441,9.041,11.344,72.249
10.550,11.450,70.740,9.523,11.052,70.452
12.748,11.187,68.304,11.737,10.754,68.054
14.084,11.149,67.019,13.023,10.647,66.727
11.313,11.194,68.096,10.338,10.757,67.799
6.539,12.054,74.989,5.434,11.693,74.799
13.482,11.242,67.376,12.434,10.735,67.091
12.411,11.704,70.607,11.416,11.299,70.297
10.178,11.963,72.556,9.154,11.572,72.367
8.361,11.563,70.725,7.359,11.160,70.457
12.996,11.564,68.978,11.971,11.159,68.714
12.286,11.692,69.545,11.266,11.265,69.239
8.406,12.333,74.855,7.326,11.903,74.677
13.502,11.638,68.667,12.455,11.129,68.411
7.106,12.180,73.826,6.027,11.783,73.588
6.012,12.095,73.267,4.910,11.789,73.147
10.768,12.036,71.447,9.768,11.645,71.232
4.620,12.195,74.532,3.444,11.828,74.315
7.474,12.050,72.286,6.475,11.685,72.057
13.912,11.745,68.036,12.843,11.208,67.779
9.294,12.248,72.656,8.288,11.815,72.398
13.979,11.560,66.795,12.906,11.011,66.510
9.560,11.943,70.410,8.566,11.537,70.148
13.177,11.671,67.312,12.155,11.147,67.035
7.997,12.315,72.805,6.954,11.862,72.600
10.515,12.129,70.786,9.509,11.643,70.495
6.087,12.594,74.674,5.025,12.236,74.508
9.993,12.474,72.353,8.958,12.073,72.019
8.793,12.011,69.624,7.761,11.643,69.419
10.133,12.543,71.937,9.120,12.156,71.608
14.725,11.911,67.626,13.636,11.428,67.386
11.803,12.139,69.821,10.787,11.706,69.427
13.924,11.799,67.271,12.895,11.319,67.017
10.700,12.207,70.336,9.709,11.775,70.101
6.045,12.882,75.660,4.948,12.531,75.548
12.002,12.065,69.003,11.043,11.631,68.762
12.755,12.050,68.439,11.709,11.631,68.065
13.703,12.160,68.724,12.674,11.622,68.375
6.691,12.762,73.941,5.626,12.385,73.737
7.913,13.171,75.055,6.850,12.673,74.815
7.592,12.766,73.454,6.562,12.369,73.161
7.108,13.344,76.299,5.905,12.884,75.938
6.157,13.119,74.355,5.096,12.701,74.179
9.525,13.089,74.409,8.501,12.667,74.158
10.857,12.508,70.496,9.817,12.094,70.183
13.387,12.213,67.748,12.360,11.672,67.529
12.306,12.520,69.543,11.278,12.023,69.254
13.459,12.451,67.574,12.480,11.912,67.307
13.809,12.307,67.897,12.769,11.777,67.664
11.402,12.860,72.088,10.443,12.401,71.743
10.150,13.133,73.910,9.111,12.650,73.608
9.857,13.193,73.493,8.829,12.763,73.248
11.232,12.870,70.175,10.262,12.331,69.958
11.598,12.776,71.139,10.562,12.367,70.910
10.695,12.621,69.473,9.692,12.157,69.175
14.964,12.303,67.392,14.007,11.692,67.064
7.342,13.065,73.463,6.319,12.718,73.255
8.493,13.461,75.769,7.439,12.978,75.456
6.870,12.793,71.349,5.817,12.375,71.092
8.003,13.077,73.346,6.951,12.650,73.032
13.970,12.341,67.358,12.942,11.827,67.026
13.448,12.572,68.679,12.400,12.010,68.374
9.815,12.945,71.893,8.806,12.545,71.646
9.354,12.642,69.979,8.360,12.250,69.690
12.798,13.057,70.952,11.774,12.573,70.646
6.385,13.199,73.494,5.297,12.861,73.282
8.092,13.452,74.657,7.080,12.974,74.373
8.826,12.971,71.345,7.792,12.501,71.057
6.129,13.594,75.859,5.045,13.228,75.702
9.278,13.426,73.929,8.236,12.969,73.632
7.979,13.061,71.287,6.981,12.688,70.978
6.369,13.890,76.942,5.277,13.534,76.764
11.703,13.365,72.130,10.706,12.907,71.831
12.112,12.795,68.830,11.133,12.318,68.430
12.136,13.054,69.598,11.167,12.548,69.237
12.851,13.227,70.509,11.955,12.838,70.189
13.101,12.760,68.254,12.134,12.293,67.870
6.060,13.623,74.815,4.982,13.172,74.621
8.127,13.450,72.797,7.080,13.046,72.564
10.983,13.186,70.251,9.972,12.744,69.870
6.807,13.985,75.918,5.785,13.658,75.700
9.408,13.623,72.909,8.424,13.205,72.541
6.939,14.041,75.413,5.887,13.670,75.176
7.695,14.345,76.748,6.612,13.944,76.505
6.262,14.307,76.014,5.180,13.941,75.745
6.643,14.227,76.532,5.550,13.821,76.366
12.091,13.189,69.194,11.104,12.675,68.794
10.824,13.731,72.614,9.779,13.276,72.310
10.226,13.438,70.757,9.180,13.036,70.389
9.011,13.396,70.677,8.075,12.989,70.360
13.574,13.099,67.701,12.531,12.549,67.403
7.641,14.034,74.380,6.604,13.553,74.037
7.129,13.966,73.450,6.121,13.570,73.144
12.031,13.450,69.539,10.984,12.928,69.210
13.522,13.353,68.521,12.490,12.753,68.177
10.238,13.952,72.379,9.180,13.447,72.074
11.043,13.712,70.815,10.035,13.234,70.503
7.973,14.116,74.016,6.950,13.652,73.704
7.591,13.892,72.687,6.573,13.482,72.395
12.891,13.561,69.314,11.876,13.017,68.951
7.978,13.790,71.800,6.966,13.467,71.467
11.161,14.756,75.558,10.132,14.232,75.159
9.393,13.897,71.904,8.413,13.448,71.582
6.584,14.418,75.510,5.529,14.026,75.213
6.341,14.640,76.645,5.267,14.220,76.423
10.256,14.519,74.681,9.238,14.112,74.396
8.769,13.826,71.377,7.760,13.437,71.102
7.855,14.972,77.679,6.795,14.588,77.407
6.737,14.363,74.570,5.650,13.975,74.298
11.024,13.797,70.353,10.020,13.278,70.044
11.552,13.663,69.445,10.570,13.118,69.078
12.779,14.286,71.834,11.748,13.807,71.409
6.832,14.316,73.791,5.784,13.933,73.480
7.123,14.869,75.100,6.065,14.524,74.772
7.801,14.955,76.449,6.711,14.533,76.207
9.461,14.776,75.579,8.400,14.371,75.294
8.223,13.971,71.540,7.237,13.574,71.222
8.069,14.836,75.658,6.971,14.364,75.275
9.573,14.025,70.909,8.581,13.612,70.617
10.618,14.504,73.264,9.549,14.005,72.716
12.225,14.425,72.513,11.233,14.013,72.165
10.687,13.946,70.245,9.703,13.463,69.882
13.142,13.931,68.757,12.111,13.442,68.331
13.756,14.140,70.053,12.665,13.667,69.652
14.303,14.000,68.826,13.225,13.372,68.517
6.586,15.052,76.552,5.523,14.665,76.274
6.793,15.354,77.257,5.718,15.002,76.971
12.010,14.531,71.943,11.008,14.084,71.540
12.652,14.206,69.862,11.587,13.744,69.491
13.789,14.032,68.625,12.719,13.471,68.302
9.398,15.012,74.906,8.351,14.573,74.606
9.849,14.253,70.834,8.874,13.880,70.477
10.733,14.375,70.963,9.699,13.933,70.582
7.666,14.916,74.160,6.606,14.569,73.877
9.383,15.000,74.368,8.360,14.601,73.999
8.947,15.668,77.790,7.802,15.262,77.717
7.665,14.573,72.248,6.641,14.262,71.954
10.138,14.658,71.849,9.137,14.290,71.500
8.822,14.645,71.973,7.851,14.289,71.539
6.380,15.300,76.126,5.312,14.922,75.884
13.230,14.505,68.687,12.236,13.841,68.336
13.844,14.610,70.053,12.649,14.054,69.719
13.316,14.402,68.983,12.272,13.821,68.666
7.250,15.556,76.939,6.188,15.185,76.660
6.800,15.284,75.376,5.754,14.944,75.070
7.801,14.929,73.021,6.754,14.581,72.752
9.666,15.504,75.798,8.586,15.035,75.444
7.429,15.522,76.178,6.404,15.109,75.912
9.476,15.546,74.787,8.395,15.149,74.426
6.613,15.735,76.401,5.566,15.374,76.035
6.662,15.932,76.570,5.588,15.609,76.261
9.825,14.804,70.844,8.802,14.397,70.481
12.766,14.775,69.889,11.685,14.189,69.529
9.258,15.039,71.722,8.208,14.653,71.368
6.853,15.721,75.725,5.801,15.296,75.352
7.944,15.306,73.283,6.846,14.967,72.951
7.697,15.586,74.539,6.593,15.172,74.098
12.181,14.977,70.112,11.196,14.449,69.736
11.778,15.356,72.083,10.708,14.862,71.705
13.877,15.014,69.643,12.854,14.411,69.324
8.037,15.326,72.509,6.992,14.990,72.206
9.311,15.502,73.086,8.229,15.099,72.624
7.760,16.291,77.246,6.737,15.847,77.045
6.570,16.254,77.048,5.465,15.851,76.724
8.140,15.771,74.203,7.032,15.456,73.879
12.344,15.390,70.547,11.284,14.853,70.167
7.387,16.087,75.558,6.231,15.695,75.045
7.952,16.085,74.931,6.868,15.691,74.472
6.713,16.371,76.806,5.606,15.961,76.448
10.366,15.568,71.746,9.331,15.155,71.308
11.559,15.384,70.482,10.522,14.907,70.067
6.720,16.200,75.835,5.671,15.819,75.497
12.897,15.305,69.528,11.881,14.678,69.103
9.444,15.591,71.748,8.398,15.214,71.303
14.400,15.291,68.759,13.328,14.681,68.458
8.078,16.122,74.069,6.974,15.710,73.735
9.376,15.941,72.643,8.328,15.556,72.157
6.702,16.553,76.495,5.643,16.115,76.173
6.794,16.905,77.078,5.675,16.483,76.727
7.721,16.473,75.497,6.656,16.033,75.109
8.009,16.646,76.635,6.934,16.192,76.216
9.205,16.640,75.966,8.189,16.287,75.555
9.238,16.170,73.173,8.153,15.826,72.788
11.131,15.806,70.993,10.109,15.356,70.500
13.775,15.784,70.144,12.697,15.222,69.760
10.793,16.456,73.909,9.699,16.044,73.577
7.856,16.940,76.782,6.753,16.514,76.365
13.298,15.822,69.548,12.265,15.236,69.172
8.858,16.692,74.775,7.775,16.319,74.346
11.600,15.883,70.113,10.571,15.389,69.744
9.936,16.652,74.071,8.832,16.204,73.715
10.468,16.137,71.436,9.470,15.683,71.026
9.326,16.686,74.078,8.275,16.204,73.585
12.978,15.890,69.032,11.894,15.200,68.618
12.325,15.996,69.724,11.260,15.493,69.293
7.843,17.503,77.858,6.741,17.073,77.543
9.183,17.502,76.871,8.115,17.063,76.426
8.322,17.008,75.145,7.246,16.530,74.635
9.376,17.185,75.663,8.301,16.693,75.288
11.576,16.342,70.866,10.524,15.936,70.378
7.396,17.223,76.101,6.321,16.813,75.702
9.738,16.530,72.155,8.703,16.122,71.777
10.991,16.499,71.458,9.986,16.021,71.117
10.768,16.649,72.184,9.727,16.206,71.742
8.917,17.094,74.142,7.811,16.700,73.761
11.840,16.723,71.567,10.772,16.235,71.175
12.495,16.437,70.225,11.387,15.899,69.771
9.309,17.490,76.107,8.263,17.090,75.720
9.341,17.042,73.660,8.279,16.537,73.329
11.718,17.007,73.041,10.606,16.527,72.536
7.590,17.670,77.096,6.480,17.262,76.720
7.700,17.940,77.235,6.567,17.546,76.787
11.128,17.294,74.379,10.103,16.857,73.924
11.760,16.551,70.169,10.706,16.036,69.787
11.727,17.392,74.097,10.665,16.942,73.570
8.294,17.485,75.182,7.171,17.116,74.737
8.153,17.634,75.651,7.070,17.200,75.260
11.399,16.866,71.058,10.332,16.384,70.621
11.821,16.803,70.638,10.791,16.346,70.247
12.952,16.913,70.751,11.880,16.362,70.272
9.753,17.585,74.672,8.684,17.174,74.239
10.027,17.284,73.241,8.994,16.823,72.687
13.360,16.841,69.944,12.327,16.305,69.574
9.476,17.289,72.834,8.406,16.910,72.497
11.036,17.469,73.095,10.020,17.056,72.639
8.149,18.446,77.884,7.018,18.016,77.525
10.811,17.398,72.255,9.750,16.973,71.742
8.815,17.794,74.608,7.751,17.327,74.097
13.736,17.002,69.674,12.609,16.407,69.271
8.613,18.474,77.107,7.508,18.034,76.673
10.107,17.920,74.332,9.107,17.407,73.856
9.771,18.229,75.799,8.732,17.774,75.255
13.596,17.818,72.392,12.601,17.228,71.879
12.579,17.204,70.008,11.501,16.656,69.548
9.867,18.092,74.676,8.790,17.647,74.205
10.431,18.398,75.555,9.330,17.925,75.000
12.548,17.553,71.357,11.470,17.049,70.934
8.432,18.717,77.528,7.289,18.180,77.093
12.918,17.281,69.879,11.871,16.669,69.412
8.252,18.777,77.798,7.119,18.409,77.355
8.704,18.571,76.212,7.566,18.101,75.749
8.965,18.745,77.157,7.885,18.317,76.835
10.833,17.962,72.989,9.735,17.497,72.498
12.476,17.596,70.914,11.475,17.104,70.457
